hubspot_id,election_date,state,office_level,office_type,n_outreach_rows,viability_score_mean,viability_score_max,latest_outreach,Win,most_common_outreach_type
35983818670,2025-11-04,null,Local,Other,1,1.32000000000000,1.3200000000,null,1,null
35983956045,2025-11-04,Massachusetts,CITY,City Council,1,1.77000000000000,1.7700000000,null,1,null
23899283270,2024-11-05,Minnesota,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
18661794488,2026-11-03,Texas,STATE,City Council,1,0.90000000000000,0.9000000000,null,0,null
32175839576,2025-11-04,Massachusetts,CITY,City Council,1,1.32000000000000,1.3200000000,null,1,null
31697207042,2025-04-02,Massachusetts,Local,City Council,1,3.12000000000000,3.1200000000,null,0,null
29916697708,2025-04-01,Illinois,LOCAL,Town Council,1,1.95000000000000,1.9500000000,null,0,null
23214342667,2024-11-05,Minnesota,CITY,City Council,1,2.50000000000000,2.5000000000,null,1,null
28168054379,2025-04-01,Illinois,CITY,City Council,1,3.05000000000000,3.0500000000,null,0,null
37483719230,2025-11-04,Montana,CITY,Town Council,1,3.81000000000000,3.8100000000,null,0,null
30098365534,2025-03-11,null,CITY,Other,1,1.05000000000000,1.0500000000,null,1,null
37056582146,2025-11-04,Virginia,COUNTY,County Supervisor,1,1.86000000000000,1.8600000000,null,0,null
39426363994,2025-11-04,Texas,LOCAL,School Board,1,null,null,null,0,null
32470873720,2025-05-03,Texas,CITY,City Council,1,1.21000000000000,1.2100000000,null,1,null
33028630880,2025-05-20,Oregon,LOCAL,School Board,1,2.47000000000000,2.4700000000,null,0,null
32305815705,2025-05-03,Texas,LOCAL,School Board,1,1.61000000000000,1.6100000000,null,0,null
18753350247,2024-11-05,California,Federal,Congressional,1,null,null,null,0,null
25077638278,2024-11-05,Michigan,LOCAL,Clerk/Treasurer,1,4.99000000000000,4.9900000000,null,1,null
38128393217,2025-11-04,North Carolina,CITY,Town Council,1,3.96000000000000,3.9600000000,null,0,null
35824939421,2025-11-04,Washington,CITY,City Council,1,0.91000000000000,0.9100000000,null,0,null
38501074023,2025-11-04,Ohio,CITY,Town Council,1,1.49000000000000,1.4900000000,null,1,null
36262721121,2025-11-04,Washington,CITY,Mayor,1,2.12000000000000,2.1200000000,null,0,null
37912207784,2025-08-26,Alabama,CITY,City Council,1,3.31000000000000,3.3100000000,null,1,null
39343432212,2025-11-04,Connecticut,CITY,null,1,null,null,null,1,null
41188266159,2025-11-04,Michigan,CITY,null,1,null,null,null,0,null
30093458967,2025-03-04,Alabama,CITY,City Council,1,0.88000000000000,0.8800000000,null,0,null
23538033323,2024-11-05,Virginia,CITY,Mayor,1,4.97000000000000,4.9700000000,null,1,null
23226380436,2024-11-05,Minnesota,LOCAL,School Board,1,3.42000000000000,3.4200000000,null,0,null
35499888257,2025-11-04,Washington,LOCAL,School Board,1,2.67000000000000,2.6700000000,null,1,null
23822139158,2024-11-05,Virginia,CITY,Town Council,1,3.88000000000000,3.8800000000,null,1,null
23157435147,2024-11-05,Vermont,CITY,Judge,1,5.00000000000000,5.0000000000,null,1,null
38391230997,2025-11-04,Ohio,LOCAL,School Board,1,1.33000000000000,1.3300000000,null,0,null
36061482042,2025-11-04,Kansas,LOCAL,School Board,1,3.11000000000000,3.1100000000,null,1,null
22712411932,2024-11-05,Virginia,COUNTY,City Council,1,2.51000000000000,2.5100000000,null,1,null
23829410987,2024-11-05,Minnesota,CITY,Mayor,1,5.00000000000000,5.0000000000,null,1,null
25082996569,2024-11-05,South Carolina,LOCAL,School Board,1,3.55000000000000,3.5500000000,null,1,null
36383927825,2025-11-04,Kansas,CITY,Mayor,1,0.80000000000000,0.8000000000,null,1,null
30910645347,2025-04-01,Illinois,Local,Town Council,1,2.03000000000000,2.0300000000,null,0,null
38952792600,2025-11-04,New Mexico,LOCAL,null,1,null,null,null,0,null
39504089514,2025-11-04,Georgia,CITY,City Council,1,1.66000000000000,1.6600000000,null,1,null
35708988420,2025-11-04,Kansas,LOCAL,School Board,1,1.53000000000000,1.5300000000,null,1,null
23300510105,2024-11-05,Minnesota,LOCAL,School Board,1,5.00000000000000,5.0000000000,null,1,null
38146784615,2025-11-04,South Carolina,CITY,City Council,1,1.98000000000000,1.9800000000,null,0,null
37331571099,2025-11-04,North Carolina,CITY,Town Council,1,3.64000000000000,3.6400000000,null,1,null
39186019088,2025-11-04,New Mexico,LOCAL,School Board,1,0.66000000000000,0.6600000000,null,0,null
39438351631,2025-11-04,Georgia,CITY,City Council,1,1.66000000000000,1.6600000000,null,0,null
38125567400,2025-08-26,Alabama,CITY,City Council,1,3.31000000000000,3.3100000000,null,1,null
33684639052,2025-11-04,Ohio,LOCAL,School Board,1,1.24000000000000,1.2400000000,null,1,null
31767062419,2025-06-03,Mississippi,CITY,null,1,1.62000000000000,1.6200000000,null,1,null
30516600193,2025-11-04,Pennsylvania,CITY,City Council,1,0.31000000000000,0.3100000000,null,0,null
36054142817,2025-11-04,Washington,CITY,City Council,1,0.99000000000000,0.9900000000,null,0,null
31123376135,2025-11-04,Texas,LOCAL,School Board,1,2.30000000000000,2.3000000000,null,0,null
22084189711,2024-11-05,Oklahoma,CITY,City Council,1,2.02000000000000,2.0200000000,null,0,null
32682506604,2025-05-03,Texas,CITY,Mayor,1,3.38000000000000,3.3800000000,null,1,null
37975857676,2025-11-04,Ohio,LOCAL,null,1,1.41000000000000,1.4100000000,null,0,null
23088529183,2024-11-05,Minnesota,CITY,City Council,1,3.88000000000000,3.8800000000,null,0,null
33103217286,2025-05-20,New York,LOCAL,School Board,1,1.81000000000000,1.8100000000,null,0,null
23456048536,2024-11-05,Michigan,LOCAL,School Board,1,4.06000000000000,4.0600000000,null,0,null
32126460461,2025-05-06,Massachusetts,CITY,Town Council,1,4.99000000000000,4.9900000000,null,1,null
40740080053,2025-11-03,Alaska,Local,School Board,1,null,null,null,1,null
22537253667,2024-11-05,Minnesota,CITY,City Council,1,3.64000000000000,3.6400000000,null,1,null
38682388315,2025-11-04,Utah,CITY,City Council,1,2.85000000000000,2.8500000000,null,1,null
36658238498,2025-11-04,Utah,CITY,City Council,1,1.31000000000000,1.3100000000,null,1,null
23610195731,2024-11-05,Texas,LOCAL,School Board,1,3.29000000000000,3.2900000000,null,1,null
39516322599,2025-11-04,New Mexico,Local,Town Council,1,1.04000000000000,1.0400000000,null,1,null
23405481995,2024-11-05,Virginia,COUNTY,Mayor,1,1.66000000000000,1.6600000000,null,0,null
32038912827,2025-05-03,Texas,CITY,City Council,1,4.99000000000000,4.9900000000,null,1,null
20234507448,2024-05-14,New Jersey,CITY,City Council,1,1.04000000000000,1.0400000000,null,0,null
28670176347,2025-04-01,Illinois,LOCAL,Other,1,2.40000000000000,2.4000000000,null,0,null
39370547045,2025-11-04,Georgia,CITY,City Council,1,null,null,null,1,null
35991312025,2025-11-04,Kansas,Local,School Board,1,1.15000000000000,1.1500000000,null,1,null
37447598704,2025-11-04,North Carolina,CITY,Town Council,1,3.96000000000000,3.9600000000,null,1,null
36055976730,2025-11-04,Washington,LOCAL,School Board,1,2.67000000000000,2.6700000000,null,1,null
39366209882,2025-11-03,New Mexico,Local,City Council,1,0.54000000000000,0.5400000000,null,0,null
35036193539,2025-11-04,New York,CITY,City Council,1,1.14000000000000,1.1400000000,null,0,null
22988015171,2024-11-05,Minnesota,CITY,City Council,1,2.57000000000000,2.5700000000,null,0,null
39298560052,2025-11-04,Michigan,CITY,Mayor,1,null,null,null,0,null
30150787090,2025-05-03,Texas,LOCAL,School Board,1,1.61000000000000,1.6100000000,null,0,null
23375045280,2024-11-05,California,LOCAL,Utilities Commissioner,1,3.72000000000000,3.7200000000,null,0,null
29743697216,2025-04-01,Illinois,LOCAL,null,1,2.79000000000000,2.7900000000,null,0,null
30770197088,2025-11-04,New York,CITY,City Council,1,0.38000000000000,0.3800000000,null,0,null
31296333325,2025-04-01,Illinois,LOCAL,Other,1,2.49000000000000,2.4900000000,null,0,null
25028268329,2024-11-05,California,CITY,City Council,1,2.40000000000000,2.4000000000,null,0,null
32493778083,2025-05-03,Texas,LOCAL,City Council,1,1.14000000000000,1.1400000000,null,1,null
37239904069,2025-11-04,North Carolina,CITY,Town Council,1,3.96000000000000,3.9600000000,null,1,null
25230085288,2024-11-05,South Carolina,LOCAL,Utilities Commissioner,1,5.00000000000000,5.0000000000,null,1,null
40264031747,2025-11-04,New Mexico,LOCAL,Other,1,1.00000000000000,1.0000000000,null,0,null
20215226999,2024-11-05,Nebraska,LOCAL,School Board,1,3.35000000000000,3.3500000000,null,1,null
23899941171,2024-11-05,Oregon,CITY,City Council,1,1.07000000000000,1.0700000000,null,0,null
39368892501,2025-11-04,Georgia,CITY,City Council,1,null,null,null,0,null
30358263222,2025-11-04,null,Local,City Council,1,null,null,null,0,null
33362078824,2025-05-20,Massachusetts,CITY,Town Council,1,4.14000000000000,4.1400000000,null,1,null
35439996427,2025-11-04,Utah,CITY,City Council,3,0.90000000000000,0.9000000000,2025-11-04T07:00:00.000,0,text
36663181910,2025-11-04,Kansas,LOCAL,School Board,1,1.63000000000000,1.6300000000,null,1,null
23255144266,2024-11-05,South Carolina,County,School Board,1,null,null,null,1,null
36542211706,2025-11-04,Kansas,LOCAL,School Board,1,1.53000000000000,1.5300000000,null,0,null
36779744273,2025-11-04,Utah,CITY,Mayor,1,2.09000000000000,2.0900000000,null,1,null
38961865116,2025-11-04,Massachusetts,CITY,City Council,1,3.58000000000000,3.5800000000,null,1,null
39699008781,2025-11-04,North Carolina,CITY,Town Council,1,2.53000000000000,2.5300000000,null,1,null
35405168221,2025-11-04,New Jersey,STATE,null,1,0.50000000000000,0.5000000000,null,1,null
32223665519,2025-11-04,North Carolina,CITY,null,1,1.59000000000000,1.5900000000,null,0,null
37509141026,2025-11-04,North Carolina,CITY,null,1,1.81000000000000,1.8100000000,null,0,null
22447768346,2024-11-05,Minnesota,CITY,City Council,1,2.38000000000000,2.3800000000,null,0,null
35922070555,2025-11-04,Kansas,LOCAL,School Board,1,2.63000000000000,2.6300000000,null,0,null
34403672143,2025-11-04,Georgia,CITY,Mayor,1,2.99000000000000,2.9900000000,null,1,null
21714213408,2024-11-05,Minnesota,CITY,City Council,1,3.57000000000000,3.5700000000,null,1,null
38579489681,2025-11-04,Ohio,CITY,Judge,1,2.06000000000000,2.0600000000,null,1,null
40713332003,2025-11-04,Iowa,CITY,City Council,1,null,null,null,0,null
33376821058,2025-06-03,Mississippi,CITY,Mayor,1,2.50000000000000,2.5000000000,null,0,null
33007675458,2025-05-20,Oregon,LOCAL,Other,1,4.99000000000000,4.9900000000,null,1,null
37250562560,2025-11-04,Pennsylvania,TOWNSHIP,null,1,0.73000000000000,0.7300000000,null,1,null
35690540892,2025-11-04,Washington,CITY,City Council,1,0.99000000000000,0.9900000000,null,0,null
22506131863,2024-11-05,Virginia,CITY,Town Council,1,4.16000000000000,4.1600000000,null,1,null
34359660892,2025-11-04,Washington,CITY,City Council,1,1.03000000000000,1.0300000000,null,0,null
40252314456,2025-11-04,South Carolina,CITY,Mayor,1,1.52000000000000,1.5200000000,null,1,null
31703847790,2025-05-03,Texas,CITY,City Council,1,1.29000000000000,1.2900000000,null,0,null
25239949581,2024-11-05,California,LOCAL,Other,1,4.99000000000000,4.9900000000,null,1,null
35560894772,2025-11-04,Iowa,CITY,City Council,1,2.90000000000000,2.9000000000,null,0,null
33762443389,2025-11-04,Ohio,LOCAL,Town Council,1,5.00000000000000,5.0000000000,null,1,null
22978089363,2024-11-05,Maryland,COUNTY,Mayor,1,1.36000000000000,1.3600000000,null,0,null
30928065415,2025-03-11,New Hampshire,CITY,City Council,1,1.28000000000000,1.2800000000,null,1,null
21837775125,2024-11-05,Florida,CITY,City Council,1,1.36000000000000,1.3600000000,null,0,null
29568554415,2025-05-03,Texas,CITY,Mayor,1,0.85000000000000,0.8500000000,null,1,null
31290444908,2025-11-04,Minnesota,CITY,City Council,1,0.83000000000000,0.8300000000,null,0,null
28355777702,2025-04-08,Missouri,CITY,Mayor,1,2.71000000000000,2.7100000000,null,0,null
40336125867,2025-11-04,Texas,LOCAL,School Board,1,3.65000000000000,3.6500000000,null,1,null
23082735113,2024-11-05,New Jersey,LOCAL,School Board,1,3.79000000000000,3.7900000000,null,1,null
23115119922,2024-11-05,Arkansas,STATE,State Senate,1,0.42000000000000,0.4200000000,null,0,null
30085927036,2025-04-08,Missouri,LOCAL,School Board,1,0.95000000000000,0.9500000000,null,1,null
36495472784,2025-11-04,Michigan,CITY,Mayor,1,0.90000000000000,0.9000000000,null,0,null
28237811335,2025-04-01,Oklahoma,LOCAL,School Board,1,3.58000000000000,3.5800000000,null,1,null
30207270423,2025-03-04,Tennessee,CITY,City Council,1,1.31000000000000,1.3100000000,null,0,null
36012114956,2025-11-04,New Jersey,LOCAL,School Board,1,3.48000000000000,3.4800000000,null,1,null
38955088301,2025-11-04,Washington,LOCAL,School Board,1,1.17000000000000,1.1700000000,null,1,null
41615610013,2025-11-04,South Carolina,CITY,Mayor,1,null,null,null,0,null
36498778032,2025-11-04,New York,TOWNSHIP,Mayor,1,2.46000000000000,2.4600000000,null,1,null
38116124048,2025-11-04,Michigan,CITY,Clerk/Treasurer,1,1.70000000000000,1.7000000000,null,0,null
36624841646,2025-11-04,Michigan,CITY,Mayor,1,3.27000000000000,3.2700000000,null,1,null
34941437497,2025-11-01,Maryland,null,null,1,null,null,null,1,null
39621340961,2025-11-04,Idaho,CITY,City Council,1,0.97000000000000,0.9700000000,null,0,null
25180148737,2024-11-05,California,LOCAL,Utilities Commissioner,1,3.82000000000000,3.8200000000,null,1,null
32162973274,2025-05-20,New York,LOCAL,School Board,1,3.66000000000000,3.6600000000,null,1,null
22854401838,2025-04-01,Illinois,CITY,null,1,1.67000000000000,1.6700000000,null,0,null
