hubspot_id,state,viability_score,candidate_office,official_office_name,office_level,office_type,election_date,general_election_result,general_votes_received,total_general_votes_cast,is_uncontested,outreach_id,campaign_id,outreach_name,outreach_title,script,outreach_status,outreach_type,outreach_date,message,phone_list_id,audience_request,voter_file_filter_id,outreach_created_at,outreach_updated_at
50389592099,Texas,null,Houston City Mayor,null,CITY,Mayor,2027-11-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
49589731742,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
49087205139,Illinois,null,Illinois Governor,null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47415135027,California,null,Claremont City Council - District 4,null,CITY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20641508435,Oregon,0.2300000000,Oregon House of Representatives - District 3,null,STATE,State Senate,2026-11-03,Not on Ballot,107.0000000000,73333.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36394274057,California,1.8300000000,Pomona City Council - District 5,null,CITY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
45068524149,Indiana,null,Southwest School Board - District 5,null,LOCAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47257653057,New York,null,U.S. House of Representatives - New York 22nd Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47347828227,Utah,null,U.S. House of Representatives - Utah 2nd Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
50204665676,California,null,Los Angeles County Assessor,null,COUNTY,Other,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
50195189683,Wisconsin,null,Lake Geneva City Mayor,Lake Geneva City Mayor,CITY,null,2026-04-07,null,null,null,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37067190114,Oklahoma,0.5400000000,Lawton City Council - Ward 4,null,CITY,City Council,2025-11-18,Runoff,247.0000000000,562.0000000000,null,12740,85301,,null,"Hi, this is Tiffiney Dimery, your candidate for Lawton City Council - Ward 4. Election day is September 9, 025. My commitment is to serve the community with dedication and transparency.
Every vote counts, and I appreciate your consideration, and I am eager to represent you I on the Lawton City Council.
Thank you for your support. I look forward to serving you.
",pending,text,2025-09-08T05:00:00.000,,null,null,16801,2025-08-21T04:24:53.309,2025-08-21T04:24:53.309
26906657124,Pennsylvania,1.0200000000,West Mifflin Borough Mayor,null,CITY,Mayor,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
49447071580,Wisconsin,null,Waukesha County: Merton Town Supervisor - Seat 4,null,TOWNSHIP,Town Council,2026-04-07,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
49296213919,Ohio,null,Ohio House of Representatives - District 82,null,STATE,State House,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35483375966,Utah,0.8200000000,Syracuse City Mayor,null,CITY,Mayor,2025-11-04,Lost General,1931.0000000000,6325.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
50178105696,District Of Columbia,null,District of Columbia Council - At Large - Special Election,null,null,City Council,2026-06-16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
50340092774,Alabama,null,Baldwin County Commission - District 3,null,COUNTY,County Supervisor,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37079667023,Utah,0.3400000000,St. George City Mayor,St. George City Mayor,CITY,Mayor,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44423971714,California,null,Laguna Niguel City Council,null,CITY,null,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19599799900,New Jersey,2.0100000000,Essex County: Montclair Township Council - Ward 3,null,LOCAL,Town Council,2024-11-05,Lost General,201.0000000000,1224.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21115190787,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20555507479,South Carolina,null,Elloree town council,null,Local,Town Council,2024-05-06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21218944176,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21597971287,Arizona,5.0000000000,El Mirage City Council,null,CITY,City Council,2024-11-05,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21662704235,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21668215460,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21873296946,Wisconsin,0.3400000000,Wisconsin State Assembly - District 13,null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21911460703,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22100882510,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22128315532,Alaska,1.7600000000,Fairbanks North Star Borough Assembly - Seat A,null,COUNTY,City Council,2024-10-01,Lost General,8141.0000000000,17670.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22158045599,Michigan,null,School Board Trustee,null,City,School Board,2024-11-05,Won General,4472.0000000000,18338.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22205772306,Washington,null,Charter Review Commisioner,null,COUNTY,Other,2024-11-05,Won General,8037.0000000000,60887.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22306182438,Texas,1.1900000000,Brooks County Sheriff/Tax Assessor/Collector,null,COUNTY,null,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22325685105,Kentucky,5.0000000000,Dry Ridge City Council,null,CITY,City Council,2024-11-05,Won General,426.0000000000,2342.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23233102957,South Carolina,null,School Board,null,LOCAL,School Board,2024-11-05,Lost General,1826.0000000000,13924.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23516454071,Minnesota,3.7300000000,Wadena-Deer Creek School Board,null,LOCAL,School Board,2024-11-05,Won General,2117.0000000000,9136.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23593840726,Florida,null,County Supervisor,null,County,County Supervisor,2024-11-05,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23832426643,California,4.0700000000,Meadow Vista County Water District Board,null,LOCAL,Utilities Commissioner,2024-11-05,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
27856585653,New York,1.1400000000,New York City Council - District 8,null,CITY,null,2025-11-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
28038332298,Illinois,4.9900000000,River Forest 90 School Board,River Forest 90 School Board,LOCAL,School Board,2025-04-01,Won General,null,null,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
28588339768,Virginia,2.3900000000,Roanoke County School Board - Windsor Hills,null,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
29720937508,Oklahoma,1.5800000000,Drumright School Board,Oak Grove Elementary School Board,LOCAL,School Board,2025-04-01,Lost General,4.0000000000,15.0000000000,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30206765753,Mississippi,0.3000000000,Jackson City Council - Ward 1,Jackson City Council - Ward 1,CITY,City Council,2025-06-03,Lost General,1731.0000000000,5186.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30964163216,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31080608102,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31196339762,Illinois,1.8500000000,Central 301 School Board,Central 301 School Board - 2Yr Term,LOCAL,School Board,2025-04-01,Won General,2215.0000000000,3140.0000000000,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31374998394,Wisconsin,3.7400000000,Sheboygan Area School Board - Inside City,Sheboygan Area School Board - Inside City,LOCAL,School Board,2025-04-01,Lost General,7794.0000000000,19364.0000000000,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31751401790,Massachusetts,1.5300000000,Westport Town Select Board,Westport Town Select Board,CITY,City Council,2025-04-08,Lost General,876.0000000000,2399.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
32058086065,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
32955220793,Michigan,1.3500000000,Detroit City Council - District 7,null,CITY,City Council,2025-11-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34302837088,Massachusetts,2.2500000000,Boston City Council - At Large,null,CITY,null,2025-11-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34359660892,Washington,1.0300000000,Orting City Council - Position 2,null,CITY,City Council,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34697246024,Michigan,1.2400000000,Dearborn Heights City Mayor,Dearborn Heights City Mayor,CITY,Mayor,2025-11-04,Lost General,2781.0000000000,8754.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34731066965,Washington,4.9900000000,Metaline Falls City Council - Position 4,Metaline Falls City Council - Position 4,CITY,City Council,2025-11-04,Won General,null,null,UnContested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35012560503,Minnesota,0.4700000000,Minnesota Governor,null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35458080270,Ohio,2.8800000000,Granville Exempted Village School Board,Granville Exempted Village School Board,LOCAL,School Board,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35741261670,Washington,1.0800000000,Federal Way City Council - Position 4,null,CITY,City Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35812620905,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36067325806,Alabama,2.1800000000,Fort Payne City Council,Fort Payne City Council,CITY,City Council,2025-08-26,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36326146869,Virginia,null,Richmond County Commonwealth’s Attorney ,null,null,null,2027-11-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36953444623,Ohio,1.4100000000,Pickerington Local School Board,null,LOCAL,null,2025-11-04,Not on Ballot,null,null,null,49204,84214,null,P2P Outreach - Campaign 84214,"Pickerington Parents, Millennials, and Gen X -

School board elections matter for kids in OUR neighborhoods!

It’s time for us to match the energy of the generation before us. In the last Pickerington school board election, 48% of voters over 60 turned out. Only 16% of us did. They care deeply about this community’s future, and they show it by voting.

Now it’s our turn to do the same. Our kids are in these classrooms. 

Let’s make sure our voices are heard, too, and join Pickerington’s teachers and school staff in supporting:

Ryan Holstine
Brooke LaGrasso
Charles Newman 

Vote November 4th in the Pickerington School Board election!

Paid for by New Leadership Pickerington. Not authorized by any candidate or candidate committee.",pending,text,2025-10-29T04:00:00.000,,null,null,68081,2025-10-16T22:53:06.327,2025-10-16T22:53:06.327
37051356946,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37244149354,North Carolina,2.5300000000,Candor Town Council,Candor Town Council,CITY,Town Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37232536870,Montana,null,Great Fall City Council District 4,Great Fall City Council District 4,Local,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38577776301,Pennsylvania,0.1800000000,Clarion-Limestone Area School Board - Region 2,null,LOCAL,School Board,2025-11-04,Won General,289.0000000000,510.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38673024851,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38670090786,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39092321642,Ohio,2.8800000000,New Lexington City School Board,New Lexington City School Board,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39217229691,Ohio,1.4600000000,Montgomery County Educational Service Center Board,Montgomery County Educational Service Center Board,REGIONAL,School Board,2025-11-04,Lost General,1986.0000000000,15889.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39421776149,New Mexico,0.6600000000,Corona School Board School Board Member At Large,Corona School Board School Board Member At Large,Local,School Board,2025-11-03,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39586142345,New Mexico,1.0400000000, Councilor At Large,Village Of Hatch Councilor At Large,Local,Town Council,2025-11-04,Won General,77.0000000000,326.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39613594743,Alabama,1.4800000000,Perdido Beach City Mayor,Perdido Beach City Mayor,Local,Mayor,2025-09-23,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39706877488,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40776919957,Iowa,2.6100000000,Aurora City Council,Aurora City Council,CITY,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41665527359,North Carolina,null,Pleasant Garden Town Council,Pleasant Garden Town Council,CITY,Town Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
42053189137,Idaho,3.3000000000,Cemetery Commissioner,Riggins Cemetery District Commission,Local,Other,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43320058219,Massachusetts,null,U.S. House of Representatives - Massachusetts 8th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47074796446,North Carolina,null,Asheville City Council,Asheville City Council,CITY,City Council,2026-11-03,null,null,null,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
48414996052,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
49224444211,Minnesota,null,Three Rivers Park District - District 1,null,LOCAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
15710904701,Tennessee,null,City Council,null,Local,City Council,2023-08-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19025261684,District Of Columbia,0.2100000000,Ward 8 councilman special election ,null,COUNTY,County Supervisor,2025-07-15,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20241904505,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20323650647,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20586267662,Michigan,1.6000000000,Osceola County Clerk,null,COUNTY,Clerk/Treasurer,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20621248906,null,null,City Council,null,Local,City Council,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21361586996,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21420520738,Tennessee,2.5200000000,Tullahoma City Council,null,CITY,City Council,2024-08-01,Won General,906.0000000000,4719.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21912379679,Minnesota,1.6100000000,Clearwater County Commission - District 2,null,COUNTY,County Supervisor,2024-11-05,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22105743759,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22515484028,Indiana,null,Salem School Board ,null,LOCAL,School Board,2024-11-07,Lost General,466.0000000000,14309.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22659917495,Colorado,1.0900000000,El Paso County Commission - District 4,null,COUNTY,County Supervisor,2024-11-05,Lost General,4972.0000000000,53734.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22809774249,Arizona,3.7400000000,Heber-Overgaard USD 6 School Board,null,LOCAL,School Board,2024-11-05,Won General,1182.0000000000,4817.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22993100186,New Jersey,2.3100000000,Princeton Public School Board,null,LOCAL,School Board,2024-11-05,Lost General,3939.0000000000,24475.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23168801091,null,null,City Council,null,Local,City Council,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23214520205,Michigan,0.7900000000,Allegan County: Saugatuck Township Clerk,null,LOCAL,Clerk/Treasurer,2024-11-05,Lost General,266.0000000000,1964.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23538035756,Minnesota,4.9900000000,Big Stone County: Odessa Township Treasurer,null,LOCAL,Clerk/Treasurer,2024-11-05,Won General,77.0000000000,77.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23715571202,Oregon,null,city council,null,Local,City Council,2024-11-05,Lost General,23.0000000000,54930.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
25073421884,New Jersey,4.9900000000,Long Hill Township School Board,null,LOCAL,School Board,2024-11-05,Won General,3038.0000000000,3038.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
27994402950,Tennessee,1.4100000000,Chattanooga City Mayor,Chattanooga City Mayor,CITY,Mayor,2025-04-08,Lost General,null,null,UnContested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
28845829924,California,1.7800000000,Calaveras County Board of Supervisors - District 5,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31165884476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31255707545,Wisconsin,3.2200000000,Thiensville Village Board,null,CITY,null,2026-04-07,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31446078269,Illinois,2.0900000000,Oak Lawn Park District Vice President,null,LOCAL,Utilities Commissioner,2025-04-01,Won General,626.0000000000,1104.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34128621646,Minnesota,2.6700000000,Rosemount City Council,null,CITY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34821391158,Texas,3.4200000000,Raymondville City Commission - Place 3,Raymondville City Commission - Place 3,CITY,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34995747144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35158912160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35216042167,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35434000762,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35881112172,Pennsylvania,0.5500000000,Morrisville Borough Council - Ward 1,null,CITY,null,2025-11-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36625161020,Kansas,1.3000000000,Culver City Council,Culver City Council,CITY,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36729004086,Alabama,3.5500000000,Decatur City Council - District 1,Hartselle School Board Place Five,CITY,City Council,2025-08-26,Lost General,902.0000000000,3195.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36952156981,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37442405776,North Carolina,2.5300000000,Moore County School Board - At Large,null,LOCAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38187174993,North Carolina,1.5900000000,Andrews Town Mayor,null,CITY,null,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39362895199,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39646778452,Georgia,3.6600000000,Bogart City Council,Bogart City Council,Local,City Council,2025-11-03,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39616535411,Colorado,1.8400000000,Academy School Board,Academy School Board,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40598237836,New Jersey,2.2900000000,Freehold Borough School Board,Freehold Regional School Board - Howell Township,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40805925773,Georgia,null,McDonough City Mayor,null,CITY,Mayor,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41099390844,New Jersey,null,Westampton Township School Board,null,LOCAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41714624901,Georgia,null,Stone Mountain City Council - Post 4,null,CITY,City Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
42176991842,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43413203334,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
