candidate_id,candidate,date,race_id,race_name,candidate_party,votes,is_winner,election_type,is_uncontested,number_of_seats_in_election,total_number_of_ballots_in_race
384608,Ilia Villanueva,2025-11-04,368920,NJ Paterson Borough Council Ward 6,Nonpartisan,1045,N,General Election,false,1,3183
289953,Amira Garza,2025-11-04,367787,MI Taylor City Treasurer,Nonpartisan,4233,N,General Election,false,1,8685
242140,Anthony Wang,2025-04-01,205747,"IL Palatine Community Consolidated School District 15 school board, At-large",Nonpartisan,5626,N,General Election,false,4,33386
219766,Jordan Artus,2025-04-01,193610,WI Hamburg Town Board Supervisor,Nonpartisan,uncontested,Y,General Election,true,2,uncontested
254441,Eddie Lee,2025-04-01,212080,IL Chouteau Township Supervisor (Madison County),Other,uncontested,Y,General Election,true,1,uncontested
377667,Scott Lehrman,2025-11-04,364588,WA Pasco School District school board Position 5 At-large,Nonpartisan,6033,Y,General Election,false,1,10109
427447,Ashley Brandt,2025-11-04,412941,IA Woodward-Granger Community School District school board At-large,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
273050,Rebecca Johnson,2025-11-04,367435,WA Stevens County Fire  Commissioner Board Position 2 10,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
114128,Eric White,2025-04-01,216096,IL Forest City Township Trustee Board At-large (Mason County),Independent,uncontested,Y,General Election,true,4,uncontested
390819,Levi Waldron,2025-11-04,386692,ID Franklin County Fire District Commission Subdistrict 3,Nonpartisan,755,Y,General Election,false,1,1477
376581,Joseph Kennedy,2025-11-04,363663,VA Nelson School Board East District,Independent,uncontested,Y,General Election,true,1,uncontested
425903,Ryan Voris,2025-11-04,412094,GA Omega City Council Post 3,Nonpartisan,46,Y,General Election,false,1,81
142732,Niah Spriggs,2025-02-11,110104,OK Oklahoma City Public Schools Board of Education Chairperson,Nonpartisan,3424,N,Primary,false,1,11531
413906,Shad Ridenour,2025-11-04,407746,OH Center Township Trustee Board At-large (Wood County),Nonpartisan,188,Y,General Election,false,2,675
414213,Toni Kleckley,2025-11-04,407877,OH Truro Township Trustee Board At-large (Franklin County),Nonpartisan,2109,Y,General Election,false,2,7682
407547,Jenni Meyers,2025-11-04,404977,"OH Benton Carroll Salem Local School District, At-large",Nonpartisan,540,N,General Election,false,3,5543
409792,Brittany Tangler,2025-11-04,405813,OH Carrollton Village Council At-large,Nonpartisan,255,Y,General Election,false,4,1239
421006,Aleksa Keithan,2025-11-04,409627,PA Red Lion Borough Mayor,Nonpartisan,645,Y,General Election,false,1,1159
242243,Antonina White,2025-04-01,205777,"IL Rhodes School District 84-5, At-large",Nonpartisan,uncontested,Y,General Election,true,4,uncontested
408876,Jessica Cook,2025-11-04,405433,"OH St Clairsville-Richland City School District, At-large",Nonpartisan,uncontested,Y,General Election,true,3,uncontested
382518,Peter Romero,2025-11-04,368235,NM Socorro City Council At-large,Nonpartisan,587,Y,General Election,false,4,5919
382004,Grady Barrens IV,2025-11-04,368010,"NM Pecos Independent Schools, At-large",Nonpartisan,uncontested,Y,General Election,true,3,uncontested
425233,Don Burchett,2025-11-04,411716,GA Commerce Mayor Pro Tempore,Nonpartisan,493,Y,General Election,false,1,879
431193,Tina Thomson,2025-11-04,415201,ID City of St. Maries Mayor,Nonpartisan,241,Y,General Election,false,1,488
239817,Nelson Acevedo,2025-04-01,204673,IL Clyde Park District Commissioner Board At-large,Nonpartisan,585,N,General Election,false,1,2719
415022,Joe Orr,2025-11-04,408233,OH Hopewell Township Trustee Board At-large (Perry County),Nonpartisan,316,Y,General Election,false,2,953
426860,Brent Hansen,2025-11-04,412616,IA Hampton-Dumont Community School District school board Hampton-Dumont At-large,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
185450,William Green,2025-11-04,411365,NC Taylortown Town Council,Nonpartisan,69,N,General Election,false,5,741
285337,Bonnie Ball,2025-05-20,239614,OR Ione-Lexington Cemetery District Board (At-Large),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
284105,Amanda Farmer,2025-05-03,238654,TX Merkel City Council Place 4,Nonpartisan,103,Y,General Election,false,1,195
248109,Paul Pope,2025-04-01,208450,IL Lisbon Village President,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
216632,Tyler Socha,2025-04-01,187412,WI Athens Village Trustee,Nonpartisan,uncontested,Y,General Election,true,3,uncontested
70766,John Powell,2025-05-03,238266,TX Stephens Memorial Hospital District Board At-large,Nonpartisan,34,N,General Election,false,3,412
241259,Nathan Pigg,2025-04-01,205497,"IL Bethel School District 82, At-large",Nonpartisan,uncontested,Y,General Election,true,4,uncontested
271947,Cynthia Banks,2025-05-03,223458,TX DeSoto Independent School District Place 1,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
242757,Camille O'quin,2025-04-01,205920,"IL Homewood-Flossmoor Community High School District 233 school board, At-large",Nonpartisan,4484,Y,General Election,false,3,19914
245788,Jennifer Odle,2025-04-01,207139,IL Chebanse Village Trustee Board At-large,Independent,uncontested,Y,General Election,true,3,uncontested
383835,Alan Martin,2025-11-04,368670,KS Mullinville City Council,Nonpartisan,35,Y,General Election,false,2,84
214483,Eva Maldonado,2025-11-04,417843,CT Stamford Constable,Republican,7784,N,General Election,false,4,87635
409953,Darcy Rehm,2025-11-04,405895,OH Conesville Village Council At-large,Nonpartisan,uncontested,Y,General Election,true,4,uncontested
409554,Grant Coffman,2025-11-04,405708,OH Blanchester Village Council At-large,Democratic,uncontested,Y,General Election,true,4,uncontested
770142,John Agosta,2025-11-04,574833,CO Steamboat Spings City Council 3,Nonpartisan,2496,Y,General Election,false,1,4794
429354,Tonia Hoch,2025-11-04,413944,IA Mallard City Council At-large,Nonpartisan,42,Y,General Election,false,3,186
415961,Paul Dunfee,2025-11-04,408653,OH Licking Township Trustee Board At-large (Muskingum County),Nonpartisan,uncontested,Y,General Election,true,2,uncontested
273575,Laura Miller,2025-05-03,224288,TX Mayor of Palmer,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
414619,John Wilms,2025-11-04,408063,OH Salem Township Trustee Board At-large (Columbiana County),Nonpartisan,609,Y,General Election,false,2,1878
244441,Julie Aitken,2025-04-01,206392,"IL Sterling Community Unit School District 5, At-large Sterling Township 21N Range 7E",Nonpartisan,1469,Y,General Election,false,2,3350
378704,Fred Chang,2025-11-04,365542,WA Port Orchard City Council Position 6,Nonpartisan,2215,N,General Election,false,1,4860
379512,Randy Zolman,2025-11-04,366326,WA Grant County Fire  Commissioner Board Position 3 3,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
414557,Timothy Swisher,2025-11-04,408035,OH Grand Township Trustee Board At-large (Marion County),Nonpartisan,uncontested,Y,General Election,true,2,uncontested
125901,Larry Lawson,2025-11-04,412118,GA Mayor of Pineview,Nonpartisan,60,Y,General Election,false,1,154
428209,Don Hesseltine III,2025-11-04,413349,IA Davenport City Council At-large,Nonpartisan,2136,N,General Election,false,2,18864
409997,Wanda Sabol,2025-11-04,405919,OH Craig Beach Village Council At-large,Nonpartisan,uncontested,Y,General Election,true,4,uncontested
260907,John Tatro,2025-04-01,215821,IL Bremen Township Trustee Board At-large (Cook County),Other,4895,N,General Election,false,4,41048
341500,Sara Munns,2025-08-12,243714,UT Tremonton City Council,Nonpartisan,0,N,Special Election Primary,false,4,2874
244599,Morgan Murray,2025-11-04,410681,NC Boone Town Council,Nonpartisan,333,N,General Election,false,3,3618
290921,John Rozell Jr.,2025-06-03,243519,MS Edwards Mayor,Independent,28,N,General Election,false,1,160
391324,Benjamin Weber,2025-11-04,386799,MA Boston City Council 6,Nonpartisan,5815,Y,General Election,false,1,6939
249936,Jenifer Vinezeano,2025-04-01,209528,IL Rolling Meadows City Council Ward 4,Independent,uncontested,Y,General Election,true,1,uncontested
427263,Cassie Rochholz,2025-11-04,412827,"IA Solon Community School District, At-large",Nonpartisan,uncontested,Y,General Election,true,3,uncontested
383163,Richard Hagerman,2025-11-04,368459,KS Woodbine City Council,Nonpartisan,19,Y,General Election,false,2,50
258020,Jo Carey,2025-04-01,214156,IL Savanna Township Trustee Board At-large (Carroll County),Independent,uncontested,Y,General Election,true,4,uncontested
122274,William Jones,2025-04-01,194148,OK Town of Afton Board of Trustees Special,Nonpartisan,84,Y,Special Election General,false,1,144
389804,Andrew Vega,2025-11-04,386197,SC Isle of Palms City Council At-large,Nonpartisan,866,N,General Election,false,4,6808
427970,Jeff Otto,2025-11-04,413220,IA Charles City City Council At-large Special,Nonpartisan,uncontested,Y,Special Election General,true,1,uncontested
382247,Beverly Creighton,2025-11-04,368112,NM Elida Town Council At-large,Nonpartisan,uncontested,Y,General Election,true,3,uncontested
222957,Kevin Bickford,2025-04-01,192642,WI Wingville Town Board Chairperson (Grant County),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
382515,Mario Amaro,2025-11-04,368235,NM Socorro City Council At-large,Nonpartisan,389,N,General Election,false,4,5919
283458,Jesus Longoria,2025-05-03,238348,"TX Hart Independent School District, At-large",Nonpartisan,68,N,General Election,false,3,396
240937,Bryan Rausch,2025-04-01,205340,IL New Athens Park District Commissioner Board At-large,Independent,uncontested,Y,General Election,true,3,uncontested
143873,Jeff Hmara,2025-03-11,110929,FL Mayor of Royal Palm Beach,Nonpartisan,1496,Y,General Election,false,1,2565
261323,Taylor Edwards,2025-04-01,216041,IL Girard Township Highway Commissioner (Macoupin County),Democratic,251,Y,General Election,false,1,411
389113,James LaBelle,2025-11-04,385870,ME Biddeford City Council Ward 1,Nonpartisan,217,N,General Election,false,1,827
428132,Quentin Regennitter,2025-11-04,413303,IA Correctionville City Council At-large,Nonpartisan,33,N,General Election,false,3,339
167755,Michael Cooper,2025-11-04,368348,KS USD 284 Chase County Board of Education 2,Nonpartisan,48,N,General Election,false,1,187
394989,Brian Farley,2025-11-04,406701,OH Perry Village Council At-large,Nonpartisan,185,Y,General Election,false,4,1349
250964,Deepasriya Kumar,2025-04-01,210104,IL Villa Park Village Trustee Board At-large,Nonpartisan,1824,Y,General Election,false,3,9268
218868,Dustin Smidle,2025-04-01,189076,WI Franklin Town Board Supervisor 2 (Kewaunee County),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
256341,Terrance Holland,2025-04-01,213195,IL Scales Mound Township Trustee Board At-large (Jo Daviess County),Independent,uncontested,Y,General Election,true,4,uncontested
414538,Shawn Myers,2025-11-04,408028,OH Walnut Township Trustee Board At-large (Gallia County),Nonpartisan,69,Y,General Election,false,2,203
148125,Karen Miller,2025-11-04,414417,IA Shambaugh City Council At-large,Nonpartisan,uncontested,Y,General Election,true,5,uncontested
431162,Kelly Wankmueller,2025-11-04,415190,NJ Sayreville Board of Education,Nonpartisan,4607,N,General Election,false,3,35311
430409,Troy Hughes,2025-11-04,414528,IA Struble City Council At-large,Nonpartisan,uncontested,Y,General Election,true,5,uncontested
222120,Mary Torgerson,2025-04-01,191912,WI Nashville Town Board Chairperson (Forest County),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
222021,Robin Fadness,2025-04-01,191823,WI Stinnett Town Clerk (Washburn County),Nonpartisan,40,Y,General Election,false,1,74
233394,Trowbridge Littleton,2025-11-04,363607,VA Middleburg Mayor,Independent,uncontested,Y,General Election,true,1,uncontested
286239,Natalya Ables,2025-05-20,240408,"OR Sheridan School District – Director, Position 1",Nonpartisan,577,Y,General Election,false,1,1047
425213,Cassandra Stanley,2025-11-04,411709,GA Cochran City Council  Post 1 3,Nonpartisan,24,N,General Election,false,1,149
245581,Ronald Modglin,2025-04-01,207017,IL Cambria Village President,Independent,uncontested,Y,General Election,true,1,uncontested
274260,Cathy Gatica,2025-05-03,224614,TX Castleberry Independent School District Place 6,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
291360,Parker McCumber,2025-11-04,369576,UT Vineyard City Council,Nonpartisan,1460,Y,General Election,false,3,7058
262823,Mary Akeman,2025-04-01,216738,IL Six Mile Regional Library District Trustee Board At-large,Nonpartisan,2196,Y,General Election,false,2,5301
250982,Aaron Matrisch,2025-04-01,210113,IL Virden City Council Ward 4,Independent,48,Y,General Election,false,1,79
274126,Michael Raulerson,2025-05-03,224566,TX Fort Worth City Council 9,Nonpartisan,228,N,General Election,false,1,5052
274529,Jermaine Kennedy,2025-11-04,387009,OH Columbus City School Board,Nonpartisan,40350,Y,General Election,false,3,185534
217079,Dick Hines,2025-04-01,187722,WI Ellsworth Village Trustee,Nonpartisan,406,N,General Election,false,3,2427
427962,Steven Thul,2025-11-04,413216,IA Centralia City Council At-large,Nonpartisan,uncontested,Y,General Election,true,5,uncontested
246869,Larry Furnish,2025-04-01,207760,IL Geneva City Council Ward 3,Independent,498,Y,General Election,false,1,881
252282,Lisa Gale,2025-04-01,210840,IL Lenzburg Township Clerk (St. Clair County),Independent,uncontested,Y,General Election,true,1,uncontested
290051,Tyler Byrd,2025-08-05,243209,WA Whatcom County Council 3,Nonpartisan,2299,N,Primary,false,2,11191
441672,Scott Galvin,2025-11-04,419631,MA Woburn Mayor,Nonpartisan,99,N,General Election,false,1,3620
216540,Mark Rohrer,2025-04-01,193265,WI Manitowoc County Circuit Court Judge Branch 1,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
254635,Roger Lowry,2025-04-01,212193,IL Caseyville Township Trustee Board At-large (St. Clair County),Other,uncontested,Y,General Election,true,4,uncontested
291429,Melissa Dahle,2025-11-04,369305,UT Logan City Council,Nonpartisan,3559,N,General Election,false,2,13491
392032,Tina Herbert,2025-11-04,387128,SC Columbia City Council 1,Nonpartisan,1783,Y,General Election,false,1,2820
429471,Mitchell Kay,2025-11-04,414009,IA Mayor of McClelland,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
216326,Allie Tasche,2025-04-01,193220,WI Sheboygan Area School Board Outside City,Nonpartisan,10051,Y,General Election,false,2,26199
429185,Joseph Tuel,2025-11-04,413856,IA Mayor of Lehigh,Nonpartisan,44,Y,General Election,false,1,84
222695,Randy Weigel,2025-04-01,193974,WI Marshfield Town Board Supervisor (Wood County) 2,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
388200,Mark Nicholson,2025-11-04,385207,MT Billings City Council Ward 1,Nonpartisan,2088,Y,General Election,false,1,3357
104852,Timothy Hogan,2025-04-01,193402,WI Fox Crossing Municipal Judge,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
379042,Melissa Doughty,2025-11-04,365864,WA Woodland City Council Position 3,Nonpartisan,778,Y,General Election,false,1,1252
423796,Alana Yearsich,2025-11-04,411427,NC Whispering Pines Village Council,Nonpartisan,127,N,General Election,false,3,2120
285830,Jennifer Cox,2025-11-04,367053,WA Reardan-Edwall School District school board Position 3,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
220214,Jack Anderson,2025-04-01,190260,WI Greenville Village President,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
283984,John McAnelly,2025-05-03,238600,TX Mayor of Hondo,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
95386,Marion Brown,2025-11-04,386764,FL Miami Board of Commissioners 5,Nonpartisan,502,N,General Election,false,1,6162
251224,Sara McGowan,2025-04-01,210246,IL West Point Village Trustee Board At-large Special,Independent,uncontested,Y,Special Election General,true,2,uncontested
410297,Terry Gribble,2025-11-04,406072,OH Galion City Council Ward 1,Nonpartisan,366,Y,General Election,false,1,541
425948,Mary Mullins,2025-11-04,412117,GA Mayor of Pine Mountain,Nonpartisan,245,Y,General Election,false,1,407
408667,Tammie Sebastian,2025-11-04,405360,OH Parma City School District school board At-large,Nonpartisan,uncontested,Y,General Election,true,3,uncontested
250129,Randy Mauser,2025-04-01,209622,IL Saunemin Village Trustee Board At-large,Independent,uncontested,Y,General Election,true,3,uncontested
427187,Dustin Thompson,2025-11-04,412790,IA Pocahontas Area Community School District school board 1,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
273676,R. Dave Kusch,2025-05-03,224336,TX Mayor of Primera,Nonpartisan,79,N,General Election,false,1,254
247438,Ray Ryenson,2025-04-01,208070,IL Homer Village Trustee Board At-large,Nonpartisan,uncontested,Y,General Election,true,3,uncontested
430796,Jennifer Lemke,2025-11-04,414737,IA Winfield City Council At-large,Nonpartisan,uncontested,Y,General Election,true,3,uncontested
250381,Amber Schultz,2025-04-01,209761,IL South Roxana Village Trustee Board At-large Special,Independent,0,N,Special Election General,false,1,206
219899,James Mertens,2025-04-01,189981,WI Butler Town Board Supervisor 2 (Clark County),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
284351,Hollie De La Cruz,2025-05-03,238773,"TX Big Sandy Independent School District (Upshur County), At-large",Nonpartisan,138,Y,General Election,false,2,339
440026,Joseph Bowen Jr.,2025-11-04,418515,MA Fitchburg Councillor Ward Three,Nonpartisan,760,Y,General Election,false,1,1294
431991,Michael Godfrey,2025-11-04,415372,ID Island Park City Council 2 Year,Nonpartisan,45,Y,General Election,false,1,67
259926,Patrick Weber,2025-04-01,215275,IL Hamel Township Trustee Board At-large (Madison County),Independent,uncontested,Y,General Election,true,4,uncontested
246057,Fred Lang,2025-04-01,207298,IL Creve Coeur Village Mayor,Independent,uncontested,Y,General Election,true,1,uncontested
142880,Heather Amos,2025-11-04,406727,OH Portage Village Council At-large,Nonpartisan,uncontested,Y,General Election,true,4,uncontested
220350,John Jrs.,2025-04-01,190378,WI Bridgeport Town Board Supervisor (Crawford County),Nonpartisan,uncontested,Y,General Election,true,2,uncontested
61875,Dale Hoff,2025-04-01,193520,WI Brockway Sanitary Commissioner 1,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
723224,Guyleen Castriotta,2025-11-04,553572,CO Broomfield Mayor,Nonpartisan,16966,Y,General Election,false,1,28689
423854,Eddie Norman,2025-11-04,411455,NC Mayor of Yadkinville,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
412061,Robb Koscho,2025-11-04,406874,OH South Amherst Village Council At-large,Nonpartisan,208,Y,General Election,false,4,1092
243809,Susan Taylor-demming,2025-04-01,206204,"IL Indian Prairie School District 204 school board, At-large",Nonpartisan,10075,Y,General Election,false,4,45564
254493,Julie Powell,2025-04-01,212104,IL Saline Township Assessor (Madison County),Independent,uncontested,Y,General Election,true,1,uncontested
223727,Kaslin Baros,2025-04-01,194167,OK Town of Calumet Board of Trustees Special,Nonpartisan,35,N,Special Election General,false,2,198
122919,Michelle Anderson,2025-04-01,205045,IL Grayslake Community Park District Commissioner Board At-large Special,Nonpartisan,uncontested,Y,Special Election General,true,1,uncontested
115108,Jason Thomas,2025-04-01,206232,"IL Lexington Community Unit School District 7 school board, At-large",Nonpartisan,uncontested,Y,General Election,true,3,uncontested
291628,Mickey Sudbury,2025-08-12,243765,UT Magna Mayor,Nonpartisan,1142,Y,Primary,false,2,2641
376728,N.D. Holcomb III,2025-11-04,363832,VA Virginia Beach City Sheriff,Republican,115535,Y,General Election,false,1,153982
272954,Jacob Roan,2025-05-03,223958,TX Emory City Council Place 4,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
223894,Dustin Walker,2025-04-01,194241,OK Town of Helena Board of Trustees,Nonpartisan,14,N,General Election,false,2,121
61450,Steven Williams,2025-11-04,410854,NC Mayor of Fountain,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
284078,Jessie Jaenicke,2025-05-03,238641,TX Madisonville City Council Place 5,Nonpartisan,122,N,General Election,false,1,343
248882,Ian Holzhauer,2025-04-01,208910,IL Naperville City Council At-large,Nonpartisan,13580,Y,General Election,false,4,85405
216335,Aaron Pluger,2025-04-01,193222,WI Shiocton School Board,Nonpartisan,uncontested,Y,General Election,true,3,uncontested
216162,Greg Gartner,2025-04-01,187112,"WI New Richmond School District, At-large",Nonpartisan,3247,Y,General Election,false,3,16839
385204,Nadine Morris,2025-11-04,369187,NJ Asbury Park Board of Education One Year Unexpired Term,Nonpartisan,1798,Y,General Election,false,1,3482
216968,Kevin Hellmann,2025-04-01,187635,WI Dallas Village Trustee,Nonpartisan,84,Y,General Election,false,2,207
119706,Lisa Lane,2025-11-04,386374,SC Travelers Rest City Council At-large,Nonpartisan,461,Y,General Election,false,4,2177
262975,Jackie-lynn Beal,2025-04-01,216797,IL Warren County Public Library District Trustee Board At-large,Nonpartisan,uncontested,Y,General Election,true,4,uncontested
223009,Leigh Olsen,2025-04-01,192684,WI Wagner Town Treasurer (Marinette County),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
289887,Joe Elliott,2025-11-04,367724,MI Plymouth City Commission At-large,Nonpartisan,1595,Y,General Election,false,4,10733
407585,Neil Boerger,2025-11-04,404992,"OH Botkins Local School District, At-large",Nonpartisan,178,Y,General Election,false,3,549
425346,Alphonzo McDonald,2025-11-04,411785,GA Mayor of East Point,Nonpartisan,302,N,General Election,false,1,6915
379880,Scott Hudson,2025-11-04,366709,WA Port of Columbia District Commissioner Board Position 1,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
220354,Bart Mitchell,2025-04-01,190382,WI Marietta Town Board Supervisor 1 (Crawford County),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
384754,Brian Rivieccio,2025-11-04,368988,NJ Rockaway Borough Board of Education,Nonpartisan,776,N,General Election,false,1,1731
391533,Lamont Wade,2025-11-04,386864,NJ Jersey City Council Ward A,Nonpartisan,308,N,General Election,false,1,9400
259671,Ben Francke,2025-04-01,215138,IL Hanover Township Trustee Board At-large (Jo Daviess County),Independent,uncontested,Y,General Election,true,4,uncontested
430329,Herb Wright,2025-11-04,414490,IA St. Ansgar City Council At-large Special,Nonpartisan,uncontested,Y,Special Election General,true,1,uncontested
430430,Troy Langford,2025-11-04,414539,IA Mayor of Swea City,Nonpartisan,151,Y,General Election,false,1,222
260500,Jennifer Dettman,2025-04-01,215598,IL Elkhorn Grove Township Supervisor (Carroll County),Independent,uncontested,Y,General Election,true,1,uncontested
423715,Kevin Adams,2025-11-04,414346,IA Riverdale City Council At-large,Nonpartisan,43,N,General Election,false,2,302
414142,Nancy Hunter,2025-11-04,407850,OH Pleasant Township Trustee Board At-large (Franklin County),Nonpartisan,uncontested,Y,General Election,true,2,uncontested
408799,Martha Murray,2025-11-04,405403,"OH Sandusky City School District, At-large",Nonpartisan,1886,Y,General Election,false,2,6375
384758,Christopher Milde,2025-11-04,368989,NJ Roxbury Township Board of Education,Nonpartisan,3893,Y,General Election,false,3,22291
249872,Daniel McDermott,2025-04-01,209480,IL Rochelle City Council At-large,Nonpartisan,uncontested,Y,General Election,true,3,uncontested
379721,Michelle Pidduck,2025-11-04,366541,WA Skagit County Fire  Commissioner Board Position 1 9,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
48825,Bill Miller,2025-11-04,411311,NC St. James Town Council,Nonpartisan,897,Y,General Election,false,3,4350
251476,Megan Woodard,2025-04-01,210376,IL Yale Village Trustee Board At-large,People's Party,uncontested,Y,General Election,true,3,uncontested
219315,Kim Lewis,2025-04-01,194213,OK City of Geary City Council Ward 4,Nonpartisan,51,N,General Election,false,1,158
407475,Noah Gangi,2025-11-04,404953,"OH Ashland City School District, At-large",Nonpartisan,2095,N,General Election,false,3,9776
393882,Michael Yerdon,2025-11-04,388030,NY Oswego County Legislator 1,Republican,598,Y,General Election,false,1,728
412942,Kenneth Cahill,2025-11-04,407306,OH Western Reserve Educational Service Center Governing Board (Subdistrict 2),Nonpartisan,uncontested,Y,General Election,true,2,uncontested
379047,Jeff Carothers,2025-11-04,365871,WA Yacolt Town Council Position 1 Special,Nonpartisan,uncontested,Y,Special Election General,true,1,uncontested
723401,Heath Joslin,2025-11-04,553742,KS Peru City Council,Nonpartisan,uncontested,Y,General Election,true,5,uncontested
243513,Adam Swinger,2025-04-01,206124,"IL Edinburg Community Unit School District 4 school board, At-large",Nonpartisan,uncontested,Y,General Election,true,3,uncontested
378099,Sharon Ludwig,2025-11-04,364990,WA Chewelah City Council 2,Nonpartisan,512,Y,General Election,false,1,907
223781,Dylan Savage,2025-04-01,194189,OK City of Comanche Councilmember Ward 3 Special,Nonpartisan,76,Y,Special Election General,false,1,103
223275,Jeffery Candler,2025-04-01,192923,WI Sioux Creek Town Board Supervisor 2 (Barron County),Nonpartisan,184,Y,General Election,false,1,266
219189,Lisa Clauss,2025-04-01,189369,WI Lessor Town Treasurer (Shawano County),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
261089,John Freese,2025-04-01,215910,IL Palatine Township Trustee Board At-large (Cook County),Other,uncontested,Y,General Election,true,4,uncontested
378352,Terry Briggs,2025-11-04,365214,WA Hatton Town Council Position 5,Nonpartisan,10,Y,General Election,false,1,12
393117,Mark O'Sullivan,2025-11-04,387691,NY Town of Litchfield Councilmember,Democratic,111,Y,General Election,false,2,390
132630,Robert Mitchell,2025-11-04,386119,SC Charleston City Council 4,Nonpartisan,495,N,General Election,false,1,1356
391948,LaToya Dowdell-Burger,2025-11-04,387012,OH Groveport-Madison Local School Board,Nonpartisan,2300,Y,General Election,false,3,12917
289929,Jackie Ryan,2025-11-04,367782,MI Sterling Heights City Council At-large,Nonpartisan,5913,N,General Election,false,6,95273
284966,Sharon Konecny,2025-05-13,239277,"AR Stuttgart School District, Zone 4",Nonpartisan,uncontested,Y,General Election,true,1,uncontested
144158,Ronald Wilhite,2025-03-29,111108,LA Bastrop Alderman B,Democratic,134,Y,Primary,false,1,353
409396,Tim McKelvey,2025-11-04,405639,OH Barnesville Village Council At-large,Independent,197,N,General Election,false,4,2106
423439,Diana Palmer,2025-11-04,411209,NC Ranlo Town Council,Nonpartisan,199,N,General Election,false,2,912
258321,Renee Hart,2025-04-01,214343,IL Victoria Township Clerk (Knox County),Independent,uncontested,Y,General Election,true,1,uncontested
272864,Michelle Ackermann,2025-06-07,241682,TX De Leon City Council Place 4,Nonpartisan,39,N,Runoff,false,1,89
384816,Thomas Kelly,2025-11-04,369020,NJ Hammonton Local Board of Education,Nonpartisan,2480,N,General Election,false,3,12754
408666,Nick Reyes,2025-11-04,405360,OH Parma City School District school board At-large,Nonpartisan,uncontested,Y,General Election,true,3,uncontested
274073,Brett Bratcher,2025-05-03,224543,TX Plantersville City Council At-large,Nonpartisan,68,Y,General Election,false,2,192
391943,Sue Horn,2025-11-04,387011,OH Gahanna-Jefferson City School Board,Nonpartisan,0,N,General Election,false,4,29128
240518,Ben Grum,2025-04-01,205051,IL Lake Bluff Park District Commissioner Board At-large,Nonpartisan,uncontested,Y,General Election,true,4,uncontested
254666,Terry Gamblin,2025-04-01,212209,IL Smithton Township Trustee Board At-large (St. Clair County),Independent,uncontested,Y,General Election,true,4,uncontested
246742,James Nitka,2025-04-01,207691,IL Forest View Village Trustee Board At-large,Independent,135,Y,General Election,false,3,483
411240,Jerry Monk III,2025-11-04,406493,OH Mount Pleasant Village Council At-large,Nonpartisan,uncontested,Y,General Election,true,4,uncontested
426273,Babette Lewis,2025-12-02,420159,GA Vienna City Council At-large Walter Brown's seat,Nonpartisan,173,Y,Runoff,false,1,286
412854,Michael Kinnamon,2025-11-04,407258,OH Ross-Pike Educational Service Center Governing Board (Ross County),Nonpartisan,uncontested,Y,General Election,true,2,uncontested
221476,Deniell Bomberg,2025-04-01,191358,WI Commonwealth Town Treasurer (Florence County),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
260048,Steve Frohling,2025-04-01,215346,IL St. Charles Township Highway Commissioner (Kane County),Other,uncontested,Y,General Election,true,1,uncontested
248220,David Mertes,2025-04-01,208511,IL Lostant Village Trustee Board At-large,Independent,uncontested,Y,General Election,true,3,uncontested
408474,Brian Holbrook,2025-11-04,405293,"OH New Boston Local School District, At-large",Nonpartisan,100,Y,General Election,false,3,350
248774,Artie Dickerson,2025-04-01,208839,IL Mound City City Council Ward 3,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
259366,Jerry Smith,2025-04-01,214959,IL Rock Run Township Trustee Board At-large (Stephenson County),Independent,uncontested,Y,General Election,true,4,uncontested
