hubspot_id,state,office_level,office_type,candidate_office,election_date,viability_score,general_election_result,general_votes_received,total_general_votes_cast
32060067895,Texas,LOCAL,School Board,Canadian Independent School Board,2025-05-03,1.3000000000,Lost General,228.0000000000,2398.0000000000
39087401241,Michigan,CITY,City Council,Caseville City Council,2025-11-04,2.4100000000,Lost General,94.0000000000,481.0000000000
33074036344,New Jersey,CITY,City Council,Passaic City Council,2025-05-13,4.9900000000,Won General,2459.0000000000,7645.0000000000
32187335230,Massachusetts,CITY,Town Council,Town Meeting Member,2025-05-06,3.0400000000,Won General,333.0000000000,2595.0000000000
38394003496,Massachusetts,LOCAL,School Board,Greenfield School Committee,2025-11-04,3.8000000000,Won General,null,null
36895936833,Michigan,CITY,City Council,Grand Haven City Council,2025-11-04,3.5100000000,Won General,null,null
35590953400,Utah,CITY,City Council,Provo City Council - District 5,2025-11-04,2.3600000000,Won General,784.0000000000,1170.0000000000
31616610603,Wisconsin,LOCAL,City Council,Fond du Lac County: Eldorado Town Clerk,2025-04-01,5.0000000000,Won General,null,null
36265833115,Washington,Local,City Council, City Council - Position 3,2025-11-04,2.3900000000,Won General,null,null
38586896683,Ohio,Local,Town Council,Baughman Township Trustee,2025-11-04,3.0600000000,Lost General,null,null
32104620717,Texas,CITY,Town Council,Evant Town Council,2025-05-03,5.0000000000,Won General,null,null
39480386100,South Carolina,CITY,Town Council,Edisto Beach Town Council,2025-11-04,3.7400000000,Won General,275.0000000000,541.0000000000
38979173742,Alabama,null,City Council,Prichard City Council ,2025-09-23,null,Lost General,null,null
40058535476,Ohio,CITY,Town Council,Franklin County: Hamilton Township Trustee,2025-11-04,null,Lost General,null,null
31077677698,Alabama,CITY,City Council,Birmingham City Council - District 7,2025-08-26,0.6500000000,Lost General,1670.0000000000,3932.0000000000
23846811685,Minnesota,CITY,Mayor,Squaw Lake City Mayor,2024-11-05,2.0600000000,Won General,16.0000000000,29.0000000000
22332460461,Kentucky,CITY,City Council,Briarwood City Council,2024-11-05,4.0700000000,Lost General,85.0000000000,570.0000000000
32054205191,Texas,CITY,City Council,Mason City Commission - District 2,2025-05-03,2.4000000000,Won General,30.0000000000,40.0000000000
39343732409,New Mexico,CITY,City Council,Grants City Council - District 1,2025-11-04,0.5400000000,Won General,null,null
32409519008,Texas,CITY,City Council,Winfield City Council,2025-05-03,3.8100000000,Won General,null,null
32324739117,Oregon,LOCAL,Other,Harbor Rural Fire Protection District Board - Position 1,2025-05-20,1.5600000000,Won General,310.0000000000,832.0000000000
23351439447,Minnesota,LOCAL,School Board,Waterville-Elysian-Morristown School Board,2024-11-05,2.6800000000,Lost General,1813.0000000000,8414.0000000000
32122782000,Virginia,STATE,null,Virginia Governor,2025-11-04,0.4600000000,Not on Ballot,null,null
37323704616,Georgia,CITY,Mayor,Woodstock City Mayor,2025-11-04,1.4300000000,Lost General,1955.0000000000,5870.0000000000
35162372277,Texas,CITY,City Council,Jourdanton City Council,2025-11-04,3.8100000000,Not on Ballot,null,null
37387604103,Virginia,County,County Supervisor,County Board ,2025-11-04,null,Won General,null,null
40587902017,Ohio,CITY,Town Council,Hamilton County: Colerain Township Trustee,2025-11-04,null,Won General,null,null
32053046155,Texas,CITY,City Council,Gladewater City Council - Position 4,2025-05-03,3.5000000000,Lost General,124.0000000000,269.0000000000
38683935908,Ohio,CITY,Town Council,Kelleys Island Village Council,2025-11-04,3.0700000000,Won General,null,null
29514725271,Illinois,CITY,City Council,Pekin City Council,2025-04-01,1.4200000000,Won General,1639.0000000000,8512.0000000000
36743132696,Michigan,CITY,Other,Howell City Board of Review,2025-11-04,2.4100000000,Lost General,null,null
23760438619,Vermont,Local,Judge,Justice of the Peace,2024-11-05,null,Won General,440.0000000000,2313.0000000000
36392126629,Utah,CITY,Mayor,Ephraim City Mayor,2025-11-04,0.8100000000,Lost General,null,null
32626392072,Massachusetts,Local,School Board,Hull High School Committee - two three-year terms,2025-05-20,2.2100000000,Won General,742.0000000000,2804.0000000000
32421916854,Oregon,LOCAL,Other,Santa Clara Water District Board - Position 5,2025-05-20,5.0000000000,Won General,null,null
22779787039,Arkansas,LOCAL,School Board,Pulaski County Special School Board - Zone 4,2024-11-05,2.4900000000,Won General,4747.0000000000,7170.0000000000
37483428497,Ohio,CITY,Town Council,Moreland Hills Village Council,2025-11-04,1.5600000000,Won General,null,null
23654703910,Louisiana,CITY,Town Council,Delcambre Town Council - District 1,2024-12-07,4.9800000000,Won General,null,null
23488826386,California,CITY,City Council,Waterford City Council,2024-11-05,2.3000000000,Won General,869.0000000000,2688.0000000000
34219433852,Maine,CITY,City Council,Rumford Town Select Board,2025-06-10,5.0000000000,Won General,null,null
23226840228,Arizona,LOCAL,School Board,Sanders USD 18 School Board,2024-11-05,3.4300000000,Won General,942.0000000000,2290.0000000000
38505824349,North Carolina,CITY,Town Council,Oriental Town Council,2025-11-04,1.4100000000,Won General,385.0000000000,2472.0000000000
19028679002,WI,County,City Council,Judge,2025-04-01,5.0000000000,Won General,2014.0000000000,6443.0000000000
22874103331,Michigan,CITY,Town Council,Stockbridge Village Council,2024-11-05,3.7600000000,Won General,294.0000000000,1071.0000000000
35448083874,North Carolina,CITY,City Council,New Bern City Council - District 6,2025-11-04,2.2200000000,Lost General,null,null
33389981208,Oregon,LOCAL,Other,Estacada Fire Protection District Board - Position 4,2025-05-20,1.7800000000,Lost General,null,null
38672718978,Utah,CITY,Mayor,Provo City Mayor,2025-11-04,0.8200000000,Won General,null,null
23211194457,Rhode Island,CITY,City Council,Warwick City Council - Ward 7,2024-11-05,1.3200000000,Lost General,879.0000000000,4514.0000000000
39523066035,New Mexico,Local,School Board,Zuni School Board - At Large,2025-11-04,2.2900000000,Won General,null,null
20949892171,null,Local,City Council,City Council,2024-11-05,null,Not on Ballot,null,null
41298099491,Washington,LOCAL,null,Inchelium District 70 School Board - District 1,2025-11-04,null,Not on Ballot,null,null
29571968303,Texas,CITY,Mayor,Richardson City Mayor,2025-05-03,0.8500000000,Lost General,485.0000000000,12241.0000000000
32040481423,Texas,LOCAL,School Board,Brenham Independent School Board - Position 5,2025-05-03,2.5300000000,Lost General,3060.0000000000,6290.0000000000
31622282654,Wisconsin,LOCAL,Clerk/Treasurer,Adams County: Preston Town Clerk,2025-04-01,5.0000000000,Won General,null,null
35889602895,Washington,LOCAL,Other,Key Peninsula Metropolitan Park District Board - Position 3,2025-11-04,2.7900000000,Won General,null,null
23235510968,Alabama,CITY,Mayor,Mayor,2025-08-26,3.4000000000,Lost General,34.0000000000,2643.0000000000
22987230468,Minnesota,LOCAL,School Board,Crookston School Board,2024-11-05,3.0600000000,Won General,1858.0000000000,9256.0000000000
36028875392,Ohio,CITY,Town Council,Proctorville Village Council,2025-11-05,null,Not on Ballot,null,null
38345297493,Ohio,TOWNSHIP,Town Council,Knox County: Howard Township Trustee,2025-11-04,3.0700000000,Won General,null,null
37387447725,North Carolina,CITY,Town Council,Granite Falls Town Council,2025-11-04,2.5300000000,Won General,null,null
21991682682,Pennsylvania,LOCAL,null,Monroe County: Smithfield Township Constable,2025-11-04,0.2700000000,Not on Ballot,null,null
37315265852,North Carolina,CITY,Town Council,Drexel Town Council,2025-11-04,2.5300000000,Lost General,59.0000000000,270.0000000000
40829660590,Ohio,TOWNSHIP,Town Council,Greene County: Beavercreek Township Trustee,2025-11-04,1.4900000000,Won General,7837.0000000000,20614.0000000000
41683099157,Ohio,LOCAL,School Board,Symmes Valley Local School Board,2025-11-04,1.3300000000,Won General,null,null
40982454063,Iowa,LOCAL,School Board,Exira-Elk Horn-Kimballton School Board,2025-11-04,2.8800000000,Won General,null,null
28737752393,Illinois,CITY,Clerk/Treasurer,Peru City Clerk,2025-04-01,2.6300000000,Lost General,1297.0000000000,2845.0000000000
39368892501,Georgia,CITY,City Council,Snellville City Council - Post 5,2025-11-04,null,Lost General,null,null
23522759736,California,LOCAL,Other,Mojave Air & Space Port District Board,2024-11-05,1.7800000000,Lost General,369.0000000000,6780.0000000000
31196600408,Missouri,LOCAL,School Board,North Kansas City 74 School Board,2025-04-08,1.9100000000,Lost General,1487.0000000000,12851.0000000000
36492836197,Alabama,CITY,Mayor,Orange Beach City Mayor,2025-08-26,1.4800000000,Lost General,null,null
30353262755,Illinois,LOCAL,School Board,East Alton 13 School Board,2025-04-01,1.9300000000,Lost General,2109.0000000000,19527.0000000000
39709841219,Colorado,LOCAL,School Board,West Grand 1-JT School Board,2025-11-04,1.8400000000,Lost General,null,null
42059627891,Iowa,CITY,City Council,Swea City Council,2025-11-04,2.6100000000,Won General,null,null
41925023584,Iowa,CITY,City Council,Nichols City Council,2025-11-04,2.6100000000,Won General,null,null
39510898231,Colorado,CITY,Mayor,Eagle Town Mayor,2025-11-04,1.0100000000,Lost General,null,null
32707199136,Montana,LOCAL,School Board,Laurel Public 7 School Board,2025-05-06,3.3000000000,Won General,1368.0000000000,2349.0000000000
37192941855,Washington,CITY,City Council,Seattle City Council - District 2,2025-08-05,0.9900000000,Won General,21775.0000000000,31834.0000000000
32493789757,Washington,LOCAL,School Board,Moses Lake District 161 School Board - District 4,2025-11-04,1.1700000000,Not on Ballot,null,null
36290853980,Washington,LOCAL,Other,Walla Walla County Fire Protection District 2 Board - Position 3,2025-11-04,1.2700000000,Won General,null,null
38382852874,Ohio,LOCAL,School Board,Westerville City School Board,2025-11-04,1.3300000000,Won General,null,null
33459181111,Oregon,LOCAL,School Board,Arlington 3 School Board - Seat 2,2025-05-20,2.4700000000,Won General,103.0000000000,177.0000000000
31842156873,Texas,LOCAL,School Board,Beaumont Independent School Board - District 1,2025-05-03,2.5300000000,Won General,null,null
31651320066,Wisconsin,LOCAL,Town Council,Dunn County: Spring Brook Town Board - Seat 2,2025-04-01,5.0000000000,Won General,null,null
28168042412,Illinois,CITY,Town Council,Elgin City Council,2025-04-01,3.3600000000,Lost General,2737.0000000000,33040.0000000000
23173867268,Minnesota,LOCAL,School Board,Robbinsdale School Board,2024-11-05,1.9200000000,Lost General,9062.0000000000,89024.0000000000
25289895307,Minnesota,CITY,City Council,Woodbury City Council,2024-11-05,0.7700000000,Lost General,6204.0000000000,44285.0000000000
36659318139,Alabama,CITY,City Council,Tallassee City Council - Ward 1,2025-08-26,1.7200000000,Lost General,null,null
40725380213,Colorado,LOCAL,School Board,Delta County School Board - District 5,2025-11-04,1.4100000000,Lost General,1257.0000000000,10019.0000000000
33265906780,Kansas,COUNTY,County Commission,Wyandotte County/Kansas City Unified Government Commissioner - District 1,2025-11-04,0.6200000000,Won General,1344.0000000000,1881.0000000000
33088932764,Oregon,LOCAL,Other,Riddle Rural Fire Protection District Board - Position 5,2025-05-20,3.6800000000,Won General,null,null
28637640265,Illinois,CITY,Town Council,Ogden Village Board,2025-04-01,3.9600000000,Won General,41.0000000000,195.0000000000
21762351629,Tennessee,LOCAL,School Board,Maury County School Board - District 4,2024-08-01,2.9400000000,Not on Ballot,null,null
31778934107,Texas,CITY,City Council,DeSoto City Council - Place 3,2025-05-03,0.9000000000,Lost General,592.0000000000,5590.0000000000
35393816984,Washington,Local,Town Council,Town Council ,2025-08-05,2.8600000000,Won General,null,null
27994892304,Oklahoma,LOCAL,School Board,Okmulgee School Board,2025-04-01,1.5800000000,Lost General,353.0000000000,904.0000000000
31858281349,Texas,CITY,Mayor,Oyster Creek City Mayor,2025-05-03,5.0000000000,Won General,null,null
22782127680,Kansas,STATE,State Senate,Kansas State Senate - District 17,2024-11-05,0.2300000000,Lost General,4007.0000000000,12037.0000000000
21506996364,California,CITY,City Council,Encinitas City Council - District 2,2024-11-05,2.4000000000,Won General,3509.0000000000,6372.0000000000
30301481081,null,Local,Sheriff,Constable,2025-04-01,4.0300000000,Won General,97.0000000000,349.0000000000
23517230351,Michigan,CITY,Town Council,Eagle Village Board,2024-11-05,5.0000000000,Won General,69.0000000000,69.0000000000
41223877469,New Hampshire,CITY,City Council,Dover City Council - At Large,2025-11-04,0.5400000000,Lost General,null,null
32849545131,Oregon,LOCAL,Other,Merlin Park District Board - Position 2,2025-05-20,4.9900000000,Won General,null,null
40696121011,Ohio,LOCAL,School Board,Greenfield Exempted Village School Board,2025-11-04,1.3300000000,Won General,1029.0000000000,4472.0000000000
37175944342,Massachusetts,CITY,Mayor,Haverhill City Mayor,2025-11-04,1.2100000000,Lost General,3256.0000000000,9407.0000000000
29506831406,Illinois,LOCAL,School Board,Edwardsville 7 School Board,2025-04-01,3.0000000000,Won General,4155.0000000000,17227.0000000000
40247177768,New York,CITY,null,New York City Council - District 3,2025-11-04,1.4200000000,Lost General,null,null
25292403861,Minnesota,CITY,City Council,Oak Grove City Council,2024-11-05,3.3100000000,Won General,3408.0000000000,7848.0000000000
37240717836,Virginia,COUNTY,Clerk/Treasurer,Hopewell City Treasurer,2025-11-04,2.1000000000,Won General,null,null
38990953110,Ohio,TOWNSHIP,Town Council,Medina County: Westfield Township Trustee,2025-11-04,0.9700000000,Won General,412.0000000000,1636.0000000000
29966365586,Oregon,null,null,"City of Salem, City Council",2025-05-20,1.6100000000,Lost General,339.0000000000,2129.0000000000
38990953110,Ohio,TOWNSHIP,Town Council,Medina County: Westfield Township Trustee,2025-11-04,0.9700000000,Won General,412.0000000000,1636.0000000000
22294062215,Rhode Island,LOCAL,School Board,Cumberland School Board - At Large,2024-11-05,2.4400000000,Lost General,146.0000000000,492.0000000000
35485332038,Ohio,CITY,City Council,Bryan City Council - Ward 2,2025-11-04,2.1200000000,Won General,null,null
42886348118,Iowa,CITY,null,Hartley City Council,2025-11-04,2.1200000000,Won General,null,null
34218155818,Ohio,LOCAL,Town Council,Henry County: Napoleon Township Trustee,2025-11-04,1.4900000000,Won General,958.0000000000,2569.0000000000
37004970780,Georgia,CITY,City Council,Fayetteville City Council - Post 4,2025-11-04,3.3800000000,Lost General,1644.0000000000,4066.0000000000
22808058750,Kentucky,CITY,City Council,Salem City Council,2024-11-05,2.7100000000,Won General,176.0000000000,710.0000000000
37252917508,Virginia,LOCAL,County Supervisor,Franklin County School Board - Boones Mill,2025-11-04,1.8500000000,Lost General,null,null
22529861404,Minnesota,CITY,City Council,Hermantown City Council,2024-11-05,4.9900000000,Won General,3445.0000000000,7222.0000000000
31853731413,Alabama,CITY,City Council,Mobile City Council - District 7,2025-08-26,1.4200000000,Lost General,1710.0000000000,5311.0000000000
30144796304,Texas,CITY,null,Fort Worth City Council - District 6,2025-05-03,2.0600000000,Not on Ballot,null,null
31851913826,Pennsylvania,CITY,null,East Butler Borough Auditor,2025-11-04,0.4100000000,Not on Ballot,null,null
32424447928,Oregon,LOCAL,Other,Health Board,2025-05-02,4.9900000000,Won General,null,null
31707047530,Florida,CITY,Town Council,Miami Shores Village Council,2025-04-08,4.1600000000,Won General,409.0000000000,1763.0000000000
29590524330,Missouri,CITY,Mayor,Mayor ,2025-04-08,2.3300000000,Won General,25.0000000000,34.0000000000
22049948693,Tennessee,LOCAL,School Board,McMinn County School Board - District 3,2024-08-01,1.2600000000,Lost General,99.0000000000,492.0000000000
25293451149,Massachusetts,State,State House,State Representative,2024-11-05,null,Won General,null,null
38966467373,Ohio,TOWNSHIP,Town Council,Jackson County: Milton Township Trustee,2025-11-04,3.0700000000,Won General,null,null
38389575260,Iowa,STATE,null,Iowa State Senate - District 1,2025-08-26,0.1100000000,Not on Ballot,null,null
22528069707,Michigan,COUNTY,Sheriff,Berrien County Sheriff,2024-11-05,1.3800000000,Lost General,17128.0000000000,68847.0000000000
35593333100,null,CITY,null,null,null,null,Won General,null,null
39251222800,Pennsylvania,null,Other,Election Inspector,2025-11-04,null,Cannot Determine,null,null
38969479293,Utah,CITY,City Council,South Jordan City Council - District 3,2025-11-04,0.9000000000,Lost General,1087.0000000000,2278.0000000000
37991581739,Washington,LOCAL,Other,Stevens County Fire District 8 Board - Position 1,2025-11-04,1.2700000000,Not on Ballot,null,null
42182347835,New York,COUNTY,null,Onondaga County Legislature - District 2,2025-11-04,null,Won General,null,null
31279579976,Texas,CITY,Mayor,San Angelo City Mayor,2025-05-03,0.9600000000,Lost General,2403.0000000000,9888.0000000000
43077358184,Colorado,CITY,City Council,Fountain City Council - At Large,2025-11-04,null,Lost General,878.0000000000,3500.0000000000
42057313378,Texas,CITY,null,Houston City Council - Position 4 (At Large),2025-11-04,null,Not on Ballot,null,null
23886184839,Tennessee,COUNTY,Sheriff,Scott County Constable - District 7,2024-11-05,2.2000000000,Lost General,644.0000000000,1359.0000000000
30901957919,Mississippi,CITY,City Council,Hickory Flat Alderman,2025-06-03,0.4400000000,Lost General,98.0000000000,1045.0000000000
25282039191,Michigan,LOCAL,School Board,Melvindale North Allen Park School Board,2024-11-05,5.0000000000,Won General,2274.0000000000,11759.0000000000
29663442007,Florida,CITY,City Council,Deerfield Beach City Commission - District 4,2025-03-11,2.2300000000,Lost General,null,null
19473168776,Georgia,Local,School Board,Board of Education,2024-05-21,null,Lost General,216.0000000000,496.0000000000
39199305019,Ohio,LOCAL,School Board,Evergreen Local School Board,2025-11-04,1.3300000000,Lost General,null,null
39102432875,Georgia,CITY,City Council,Tyrone City Council - Post 3,2025-11-04,3.2500000000,Won General,null,null
23473724245,California,Local,Utilities Commissioner,Water Board,2024-11-05,null,Won General,null,null
28371469583,Illinois,LOCAL,School Board,Cary 26 School Board,2025-04-01,1.9300000000,Won General,1581.0000000000,9140.0000000000
32125387316,Massachusetts,CITY,Town Council,Town Meeting Member,2025-05-06,4.0300000000,Won General,665.0000000000,3045.0000000000
31861225126,Texas,CITY,City Council,Brownsville City Commission - District 3,2025-05-03,0.6900000000,Runoff,3137.0000000000,7758.0000000000
34095685512,Ohio,CITY,City Council,Belpre City Council - Ward 2,2025-11-04,2.5600000000,Not on Ballot,null,null
39093670585,Kansas,CITY,Mayor,Kechi City Mayor,2025-11-04,null,Lost General,null,null
28705633659,Oklahoma,LOCAL,School Board,Allen School Board,2025-04-01,3.5800000000,Lost General,84.0000000000,170.0000000000
22988038471,Minnesota,CITY,Mayor,Chaska City Mayor,2024-11-05,2.3400000000,Won General,8766.0000000000,13657.0000000000
22644199479,Texas,CITY,City Council,City Council,2024-11-05,0.9000000000,Lost General,1568.0000000000,17866.0000000000
39286072071,Ohio,TOWNSHIP,Town Council,Licking County: McKean Township Trustee,2025-11-04,3.0700000000,Won General,null,null
36864270750,Georgia,CITY,City Council,Fort Valley City Council - East Ward,2025-11-04,0.8500000000,Lost General,182.0000000000,603.0000000000
29910200153,Illinois,LOCAL,School Board,Saratoga School Board 60C,2025-04-01,2.8700000000,Won General,565.0000000000,2945.0000000000
36956886272,Michigan,CITY,City Council,Benton Harbor City Council - Ward 3,2025-11-04,3.5100000000,Won General,null,null
31478469452,Illinois,Local,Town Council,Township Trustee,2025-04-01,2.2300000000,Lost General,1275.0000000000,9782.0000000000
23764852738,Oregon,CITY,City Council,"Roseburg City Council - Ward 4, Position 2",2024-11-05,2.3400000000,Lost General,770.0000000000,1870.0000000000
41317329168,New Mexico,CITY,Mayor,Mountainair Town Mayor,2025-11-04,1.3400000000,Won General,null,null
37321280860,Colorado,COUNTY,City Council,Salida City Council Ward 3,2025-11-04,1.2200000000,Lost General,340.0000000000,898.0000000000
35467573032,Washington,LOCAL,School Board,Quilcene District 48 School Board - District 2,2025-11-04,1.1700000000,Lost General,null,null
39695134854,New Jersey,TOWNSHIP,Other,Mount Holly Township Fire Commission,2025-11-04,2.4800000000,Lost General,1229.0000000000,2594.0000000000
35846354984,Washington,LOCAL,School Board,University Place District 83 School Board - Position 1,2025-11-04,2.6700000000,Won General,null,null
38955225994,Alaska,CITY,City Council,Kenai City Council,2025-10-07,2.2200000000,Lost General,null,null
23285774393,Florida,CITY,Town Council,Sewall's Point Town Commission,2024-11-05,3.2500000000,Lost General,613.0000000000,3391.0000000000
22264352818,New Jersey,Local,School Board,Board of Education,2024-11-05,null,Lost General,3427.0000000000,30582.0000000000
31075041895,Texas,LOCAL,School Board,Bremond Independent School Board - Position 4,2025-05-03,2.3200000000,Won General,228.0000000000,379.0000000000
42296935218,Ohio,CITY,Town Council,Pioneer Village Council,2025-11-04,3.0700000000,Won General,null,null
23955166304,Texas,LOCAL,School Board,Conroe Independent School Board - Position 6,2024-11-05,2.0900000000,Lost General,22469.0000000000,126164.0000000000
40865901893,Ohio,TOWNSHIP,Town Council,Mahoning County: Austintown Township Trustee,2025-11-04,1.4900000000,Lost General,1010.0000000000,12883.0000000000
39505794213,New Mexico,Local,Other,Water & Sanitation Board,2025-11-04,0.8400000000,Won General,null,null
30439478361,Illinois,CITY,City Council,Aurora City Council - Ward 7,2025-04-01,1.7400000000,Won General,695.0000000000,1370.0000000000
36864270750,Georgia,CITY,City Council,Fort Valley City Council - East Ward,2025-11-04,0.8500000000,Lost General,182.0000000000,603.0000000000
33383848969,Delaware,LOCAL,School Board,Capital School Board,2025-05-13,1.1800000000,Won General,494.0000000000,802.0000000000
21527040601,Arizona,CITY,Town Council,Prescott Valley Town Council,2024-11-05,2.9000000000,Won General,8196.0000000000,39350.0000000000
31170657416,Illinois,LOCAL,School Board,Pembroke Community 259 School Board,2025-04-01,4.9900000000,Won General,null,null
22032607747,Minnesota,LOCAL,Mayor,Mayor,2024-11-05,2.3000000000,Lost General,3232.0000000000,8711.0000000000
22762902149,Virginia,CITY,Mayor,Front Royal Town Mayor,2024-11-05,1.4300000000,Lost General,2508.0000000000,6588.0000000000
36389106218,Utah,CITY,Town Council,Alta Town Council,2025-11-04,3.0500000000,Won General,null,null
25120986439,Minnesota,Local,City Council,City Council,2024-11-05,2.5300000000,Lost General,25.0000000000,296.0000000000
39103613485,Minnesota,LOCAL,School Board,Anoka-Hennepin School Board - District 6,2025-11-04,3.7200000000,Won General,null,null
35407242322,New York,CITY,null,New York City Council - District 44,2025-11-04,1.1400000000,Not on Ballot,null,null
37032316566,Virginia,COUNTY,County Supervisor,Halifax County Board - District 2,2025-11-04,1.8600000000,Won General,null,null
32060795542,Texas,CITY,City Council,Dickinson City Council - Position 2,2025-05-03,2.4000000000,Won General,537.0000000000,800.0000000000
40713332003,Iowa,CITY,City Council,Shellsburg City Council,2025-11-04,null,Lost General,null,null
23821972823,Michigan,LOCAL,School Board,Bentley Community School Board,2024-11-05,4.0600000000,Won General,1170.0000000000,7554.0000000000
36339271838,Washington,CITY,City Council,"Puyallup City Council - District 1, Position 2",2025-11-04,0.9900000000,Lost General,null,null
23651848292,California,LOCAL,Utilities Commissioner,Beaumont-Cherry Valley Recreation and Park District Board,2024-11-05,2.7000000000,Won General,6545.0000000000,21407.0000000000
35594659630,Michigan,CITY,City Council,Dearborn Heights City Council,2025-11-04,2.6800000000,Won General,null,null
32127543362,Florida,CITY,City Council,City Commission ,2025-04-22,1.5100000000,Runoff,1413.0000000000,2868.0000000000
25178633568,Minnesota,LOCAL,School Board,Eastern Carver School Board,2024-11-05,3.7300000000,Won General,17627.0000000000,65735.0000000000
35707377430,Washington,CITY,Mayor,Creston Town Mayor,2025-11-04,0.8300000000,Won General,null,null
23578851332,Michigan,LOCAL,School Board,Okemos Public School Board,2024-11-05,5.0000000000,Won General,6993.0000000000,32016.0000000000
41015145039,Idaho,Local,City Council,City Council,2025-11-04,1.3100000000,Lost General,273.0000000000,1442.0000000000
38500303878,Ohio,CITY,Town Council,Lisbon Village Council,2025-11-04,2.6300000000,Won General,null,null
37327606662,New Hampshire,CITY,City Council,Manchester City Select Board - Ward 8,2025-09-16,1.0600000000,Won General,null,null
36680950629,Kansas,CITY,Mayor,Council Grove City Mayor,2025-11-04,0.8000000000,Lost General,null,null
34505732161,Washington,LOCAL,School Board,La Conner District 311 School Board - District 5,2025-11-04,4.9900000000,Won General,null,null
30635448219,Illinois,CITY,City Council,Rockford City Council - Ward 11,2025-04-01,3.3400000000,Not on Ballot,null,null
28147812759,Illinois,LOCAL,School Board,Rochelle Township 212 School Board,2025-04-01,4.3200000000,Won General,914.0000000000,4555.0000000000
32359281464,Georgia,CITY,City Council,Sandy Springs City Council - District 4,2025-11-04,2.2600000000,Lost General,335.0000000000,2808.0000000000
20317788055,Kentucky,Local,City Council,Walton City Council ,2024-11-03,null,Not on Ballot,null,null
21507750679,Minnesota,LOCAL,School Board,St. Cloud School Board,2024-11-05,2.6800000000,Won General,18078.0000000000,109882.0000000000
37765628842,Minnesota,CITY,City Council,"Minnetonka City Council - At Large, Seat B",2025-11-04,0.9900000000,Lost General,1577.0000000000,13272.0000000000
42706971271,New Jersey,LOCAL,School Board,South Brunswick Township School Board,2025-11-04,2.7800000000,Lost General,3980.0000000000,31711.0000000000
29172652439,Illinois,LOCAL,School Board,St. Joseph Community Consolidated School District 169 School Board,2025-04-01,2.6900000000,Won General,472.0000000000,2460.0000000000
30149703960,Illinois,LOCAL,Utilities Commissioner,Pawnee Village Library Board,2025-04-01,3.6300000000,Won General,null,null
23664468874,Virginia,Local,Town Council,Bowling Green Town Council,2024-11-05,null,Won General,142.0000000000,692.0000000000
35536104546,North Carolina,CITY,null,Thomasville City Mayor,2025-11-04,1.5900000000,Not on Ballot,null,null
37175944342,Massachusetts,CITY,Mayor,Haverhill City Mayor,2025-11-04,1.2100000000,Lost General,3256.0000000000,9407.0000000000
35171734821,Michigan,CITY,City Council,Lathrup Village City Council,2025-11-04,3.8800000000,Won General,null,null
32359282357,Texas,CITY,City Council,Rockwall City Council - Place 1,2025-05-03,1.2900000000,Lost General,357.0000000000,4442.0000000000
22587322014,North Carolina,STATE,Statewide/Governor,North Carolina Governor,2024-11-05,0.3100000000,Lost General,54095.0000000000,5545310.0000000000
22694155609,Minnesota,LOCAL,School Board,Forest Lake School Board,2024-11-05,4.0600000000,Lost General,8293.0000000000,73729.0000000000
32766891889,null,LOCAL,Other,Elsie-Vinemaple Rural Fire Protection District Board - Position 2,2025-05-20,5.0000000000,Lost General,165.0000000000,367.0000000000
31317067956,Ohio,CITY,null,Columbus City Council - District 1,2025-11-04,0.8900000000,Not on Ballot,null,null
30256937608,null,CITY,Alderman,Alderperson,2025-04-08,5.0000000000,Won General,null,null
35583926904,Alabama,CITY,City Council,Margaret City Council - District 3,2025-08-26,1.9300000000,Runoff,null,null
23043068072,Minnesota,CITY,Mayor,Lanesboro City Mayor,2024-11-05,1.2300000000,Won General,220.0000000000,517.0000000000
36555224686,Alabama,CITY,City Council,Tarrant City Council - District 1,2025-08-26,1.7200000000,Runoff,null,null
21841814894,Maryland,CITY,City Council,Hagerstown City Council,2024-11-05,3.3300000000,Won General,5836.0000000000,43534.0000000000
20420641544,West Virginia,COUNTY,Judge,Mingo County Magisterial Judge - Division 1,2024-05-14,1.8900000000,Won General,3203.0000000000,7489.0000000000
33213771582,Oregon,LOCAL,Other,College Board,2025-05-20,3.5600000000,Won General,7066.0000000000,11326.0000000000
23554863513,Minnesota,CITY,City Council,Waseca City Council - Ward 1,2024-11-05,3.5000000000,Won General,869.0000000000,1253.0000000000
37090901845,Texas,CITY,null,Dallas City Council - District 8,2027-05-01,2.0600000000,Runoff,null,null
38935580455,Minnesota,CITY,City Council,Falcon Heights City Council - At Large,2025-11-04,3.8800000000,Lost General,null,null
31765313876,null,LOCAL,School Board,School Board,2025-04-08,2.5000000000,Lost General,237.0000000000,937.0000000000
32299135618,Oregon,LOCAL,School Board,Crook County School Board - Zone 5 At Large,2025-05-20,2.4700000000,Won General,2043.0000000000,3324.0000000000
39187951499,New York,CITY,null,Rochester City Mayor,2025-11-04,null,Not on Ballot,null,null
35239519801,Kansas,COUNTY,City Council,Wyandotte County/Kansas City Unified Government Commissioner - District 1,2025-11-04,0.9700000000,Not on Ballot,null,null
36133517070,Pennsylvania,CITY,null,Brockway Borough Council,2025-11-04,0.5500000000,Not on Ballot,null,null
23809162100,California,LOCAL,School Board,Central Union High School Board,2024-11-05,3.8000000000,Lost General,2322.0000000000,18442.0000000000
